0,1,2,3,4,5,6,7
501.77,921.67,934.45,2.6003,0.0,0.043438,2.6143,1.787
58.754,622.58,1103.8,0.0,0.0,0.34409,2.9369,0.2667
25.371,231.52,600.57,1.6902,0.0,0.0,0.0,0.0
28.668000000000003,185.56,318.81,0.11539,0.0,0.0,0.0,0.0
20.842,284.85,738.88,0.47835,0.0,0.0,5.9973,0.0
26.186,288.3,881.58,0.88502,0.23155,0.0,0.09084099999999999,0.47092
19.022000000000002,391.79,899.76,5.9381,0.0,0.0,1.8731,0.0
70.133,293.9,521.37,0.0,0.0,3.5004,0.0,0.0
101.14,385.17,592.93,0.45748999999999995,0.0,0.0,1.3907,0.0
66.564,239.75,364.39,1.6283,0.0,1.409,0.0,0.0
55.977,177.36,655.8,7.6616,0.97883,0.24631,0.0,0.0
24.373,1699.9,945.61,0.0,0.96765,0.0,0.0,0.0
36.005,436.07,1010.7,0.91179,0.0,0.0,1.9354,0.0
47.861999999999995,424.97,1315.2,0.61565,1.8619999999999999,0.57581,2.044,0.0
82.204,503.02,707.09,0.7559100000000001,0.0,0.0,0.80437,0.0
19.093,361.77,520.96,1.4971,0.81677,0.22560999999999998,0.0,0.0
54.8,737.6,712.09,4.0412,0.0,0.21011999999999997,0.0,0.91528
90.948,344.17,751.3,2.0733,1.7889,0.0,6.376,0.21388000000000001
99.62100000000001,547.34,974.35,3.0793,0.13038,0.0,3.3983,0.45093999999999995
39.001,379.15,792.47,0.57431,0.28654,0.0,5.6647,0.0
28.094,126.72,342.7,1.8638,0.081212,6.0661,1.9323,0.0
86.381,577.06,1151.9,8.1722,0.0,0.0,6.0531,0.3999
8.8931,711.65,1052.5,0.0,0.0,0.0,0.0,0.0
73.707,293.63,930.43,5.2947,0.0,0.0,0.0,0.0
72.023,511.37,1056.5,2.6497,0.14371,0.0,1.1703,0.0
49.997,331.67,732.13,0.61215,0.0,0.0,3.9534,0.0
66.283,494.41,1112.5,0.0,0.0,0.95449,4.3237,0.0
25.480999999999998,376.12,620.55,1.6562,0.0,0.0,3.6623,0.9364100000000001
39.27,435.65,774.26,1.4064,0.75192,0.6015,5.4733,0.75065
97.684,768.72,1060.0,0.0,0.0,0.0,4.6189,0.0
23.016,449.31,540.84,0.79895,0.0,0.21306999999999998,2.1719999999999997,0.0
0.0,562.22,468.98,0.5385,0.0,0.0,2.5469,0.0
73.27600000000001,585.41,1168.4,0.0,0.0,1.1415,0.0,0.0
41.924,361.31,825.3,5.0434,0.0,0.0,0.0,0.0
47.836000000000006,250.35,1150.3,2.7406,0.0,0.0,8.7121,0.0
30.805,527.89,605.78,0.0,0.0,7.2829,15.279000000000002,0.0
19.835,538.61,552.51,0.58387,0.0,22.489,1.6949,0.6692899999999999
12.485,166.34,457.44,0.0,0.0,0.0,2.3204,0.0
22.635,450.99,571.28,3.1091,0.0,1.9303,3.1695,0.91664
66.97800000000001,579.87,640.59,1.0303,0.0,4.5933,0.60933,0.0
27.91,179.48,430.12,3.347,0.0,3.4243,3.3018,0.0
8.991,232.31,335.25,0.30426,0.0,0.0,0.0,0.0
138.49,201.92,291.51,0.4205,0.40381,0.0,1.3441,0.0
52.72,333.95,609.39,4.4181,0.0,1.2539,0.0,0.0
45.998999999999995,801.32,1031.8,2.5738,1.733,0.0,2.3432,0.0
68.413,303.86,693.63,0.0,0.0,1.9580000000000002,1.0171,0.0
1.0818,183.16,149.96,0.056813,0.0,10.225,4.1968,1.4801
23.608,268.52,780.11,1.9515,0.0,0.6458,0.10017000000000001,0.0
29.189,1324.8,848.57,3.487,0.0,0.0,0.0,0.50073
89.046,452.69,803.4,2.6547,0.0,0.0,0.9188,0.18629
122.59,615.77,342.65,0.0,0.0,0.0,2.7729,0.0
