0,1,2,3,4,5,6,7
0.0,8.5832,1031.8,227.25,0.0,1.9791,0.0,0.0
0.0,0.0,1150.5,415.99,0.0,4.3857,11.479000000000001,3.3579
1.2441,0.39608000000000004,1138.2,385.4,0.0,0.0,0.91951,5.2413
1.3963,0.8564,1282.3,678.48,0.0,3.5821,3.9837,7.3561
0.0,5.9508,1153.6,389.81,0.0,0.0,5.7369,4.9536
3.2678,6.0191,1221.2,460.58,2.4741,0.0,2.6459,6.1154
1.7513,15.83,1283.5,325.56,0.0,0.0,0.89855,10.811
0.0,5.0335,1094.5,413.33,2.6233,0.86408,4.8755,18.639
0.0,4.7079,722.74,455.61,0.81687,9.6936,5.7196,8.8002
0.2344,4.0046,1326.5,458.3,0.8443700000000001,0.9329,1.5473,8.7039
4.8509,1.7648,1301.8,337.09,0.0,2.9056,3.0225,3.6751
0.0,1.5819999999999999,836.11,414.39,0.0,4.2657,1.6364,10.690999999999999
0.02742,3.6112,736.04,327.87,0.0,0.0,0.38988,3.3005
0.055874,0.62221,718.74,248.1,0.0,11.152000000000001,2.5318,1.7382
1.2664,0.7013699999999999,852.94,283.11,0.0,4.7594,4.0811,12.911
0.55884,6.0609,1225.1,443.13,0.0,0.0,8.9145,6.5168
0.0,5.3519,1132.3,551.28,0.0,1.2423,3.6471,11.797
1.1692,5.9926,1187.7,455.64,0.0,0.0,5.4639999999999995,10.927
1.9443,1.4205,1140.8,538.18,1.8359999999999999,6.3020000000000005,3.7532,7.6623
0.0,3.2087,1529.5,947.42,0.0,0.0,1.7665,1.1017
1.6177,6.9854,1802.9,694.7,0.18750999999999998,0.0,4.5815,0.0
0.0,10.754000000000001,850.27,262.93,9.1406,0.0,2.1281,4.4289
0.0,0.6362399999999999,242.11,40.455,0.0,0.0,0.0,0.17278
0.0,5.849,1388.9,427.7,0.0,0.0,0.0,5.8762
0.0,3.6932,1668.2,330.52,0.0,4.1195,7.3655,0.0
2.1158,4.4744,1036.4,432.18,0.0,0.0,3.1071,6.108
1.8084,14.248,1672.2,562.5,0.0,0.0,0.0,7.7907
0.0,0.0,1876.1,517.25,0.0,0.32138,0.0,0.0
1.2001,5.3276,1251.4,621.56,1.2599,0.0,0.33575,7.8291
0.8440700000000001,8.9253,1241.4,471.56,1.1387,1.5547,1.3795,13.716
0.0,2.3911,1040.9,313.7,0.0,12.022,4.1791,2.1407
0.0,5.3467,955.55,167.05,0.41526,0.0,0.9325399999999999,1.3597
3.1777,5.2921,1434.6,488.98,0.81138,0.0,9.5443,5.0982
1.3062,0.0,1590.2,697.75,0.0,3.6039999999999996,2.2287,8.73
0.0,0.0,2036.8,39.077,26.243000000000002,0.9102600000000001,11.972999999999999,4.065
4.6748,0.0,1398.8,648.61,1.119,0.0,1.3956,9.0019
0.0,3.5557,1465.7,521.56,1.0654,0.12405,5.3444,0.65392
0.0,0.0,1343.8,686.88,0.0,0.0,0.86474,2.7466
0.6491100000000001,0.19411,1388.9,438.32,1.52,0.0,2.5342,0.9422200000000001
2.2359,0.0,720.25,185.58,0.0,2.1617,0.0,2.5278
2.8129,2.0069999999999997,1128.5,303.71,0.0,4.4946,2.2687,2.7864
0.0,5.1185,686.05,114.72,0.0,3.2909,3.042,6.1591
0.0,3.2914,809.35,181.33,0.0,14.061,1.2046,3.0126
0.0,7.8443,1172.4,517.97,1.2972,0.8625,1.6793,4.08
1.8012,2.9311,1330.7,515.87,0.0,0.72829,3.389,18.597
0.0,10.347999999999999,974.55,463.86,0.0,0.0,1.2058,2.5693
3.1959,1.4555,1035.0,550.64,0.0,0.0,0.46518999999999994,8.7206
1.83,1.5025,1337.9,462.93,4.6642,4.0541,7.086,14.895
0.0,0.33971,1071.9,492.28,0.0,11.488,5.6395,7.5837
0.5749,1.7641,1360.4,527.46,0.63192,0.097518,1.683,6.9247
0.0,0.0,972.29,538.4,0.0,0.0,14.782,2.2306
0.0,6.3494,1672.3,608.15,0.46358,0.0,0.0,0.21861
0.0,1.7542,1390.8,371.19,0.0,1.0767,9.3134,4.8564
1.65,10.794,1529.2,606.89,2.9984,0.36889,9.7425,10.583
0.0,0.34963,1052.0,493.45,1.1247,2.9895,4.6103,5.8593
0.0,10.594000000000001,1310.5,368.02,0.0,4.8978,4.5297,9.1259
2.2544,2.2007,1284.2,943.11,0.080638,0.0,0.0,1.6984
2.8999,0.36471,814.59,552.42,0.0,3.9915,2.512,13.296
0.18405,0.27323000000000003,711.33,87.515,0.0,0.0,0.0,0.4305
0.0,2.3655,1395.0,560.14,0.0,0.0,4.4807,4.3195
0.0,3.6234,1709.0,684.85,0.0,0.0,0.0,2.6957
0.0,5.7271,1066.5,726.28,0.0,2.5502,2.839,6.7598
0.85955,0.0,1584.9,906.31,5.8823,0.0,1.9037,7.4498
0.39671,0.0,1145.3,624.73,0.0,0.0,0.76205,3.1167
0.097758,9.6511,1103.5,186.22,0.98445,0.0,1.6795,0.6716300000000001
1.3388,0.48096000000000005,913.67,291.6,0.6038399999999999,24.679000000000002,3.7941,3.1126
0.0,6.8265,1451.4,788.0,5.223,3.5267,8.4132,2.237
0.0,4.8968,958.29,227.91,0.0,5.0084,6.1273,4.7059
0.042676,4.565,1376.3,557.51,0.0,0.0,2.5452,4.6101
0.0,5.3955,1065.2,449.75,0.0,0.0,1.8177,11.386
3.1046,0.0,1091.6,461.81,0.9275200000000001,2.9266,3.8068,14.062000000000001
0.0,3.0791,1169.4,420.24,0.0,0.0,0.0,2.675
2.4371,1.1526,1273.0,317.88,0.0,0.0,0.46775,0.0
0.74583,0.63115,1190.2,477.64,0.0,0.0,3.943,2.0278
1.8346,0.31772,1558.6,189.09,4.8865,1.3198,7.8163,2.62
5.5799,0.53059,1037.5,196.75,0.0,0.0,0.89374,1.7033
3.2592,1.0851,1187.0,448.85,0.0,0.21756,0.29333000000000004,3.0919
0.0,4.6856,1239.7,519.78,2.1608,3.9364,8.4792,20.918000000000003
3.0380000000000003,2.8442,766.08,263.0,0.65367,0.0,2.7982,3.5639999999999996
0.69087,4.6806,1380.3,863.13,0.20865999999999998,0.0,4.2747,0.76373
0.9931200000000001,0.69375,1000.9,340.02,0.0,0.029182,4.0381,7.5024
0.0,0.24319000000000002,711.47,236.22,1.7013,0.35662,7.604,2.6817
0.0,5.9054,1189.3,666.82,0.93361,0.5083,4.897,9.1054
0.8326,5.5467,1678.9,802.26,0.49786,2.2595,1.1441,0.0
0.0,4.3234,971.72,258.15,0.0,0.0,5.0762,1.4355
0.22859000000000002,0.53537,1552.2,254.15,0.0,0.0,1.429,0.8989299999999999
0.17675,2.7861,1225.8,634.33,0.69905,5.4877,2.9922,4.3786
0.0,0.70908,1007.1,173.53,3.3214,0.0,0.92866,0.73903
0.0,4.7922,1250.8,270.55,0.0,0.0,0.52781,0.50467
22.65,1.3294,133.23,81.617,15.219000000000001,0.0,22.638,3.6576
4.868,2.7036,622.01,368.33,0.0,0.0,1.8478,3.2916
0.0,4.2817,1293.3,483.62,0.0,4.2527,11.172,2.0601
2.237,1.6961,1547.1,386.69,0.0,7.9281,2.2288,6.7806
0.0,1.6151,1209.7,381.88,2.5161,0.0,6.3719,6.6813
3.3472,8.2806,1474.2,532.8,0.0,1.9902,1.5256,5.9843
0.96094,0.0,1113.9,479.56,0.0,0.0,3.3874,11.372
0.0,0.25559,580.88,101.41,0.0,0.0,0.9855,0.0
0.0,4.7579,1018.9,548.0,0.0,0.0,3.5377,7.4594
0.0,2.9112,1611.4,645.05,0.0,0.24065,6.7413,9.45
0.93094,13.374,1650.5,373.73,0.0,0.0,4.2783,7.0439
1.4678,0.0,1205.1,514.43,0.018744,3.3604,15.477,2.1379
0.9575600000000001,9.8292,2197.4,619.06,0.0,2.0756,0.24853000000000003,3.9203
0.14903,9.4827,1666.8,500.88,2.4046,1.508,5.9997,15.572000000000001
3.9174,0.0,1018.5,373.06,0.0,0.0,3.534,2.9
0.0,7.1943,1077.9,455.45,0.0,3.4804,3.9615,3.8310000000000004
5.3509,1.9684,1052.7,540.74,0.32781,0.0,4.7276,13.97
0.0,1.2214,1313.2,709.61,1.7772,0.0,8.9074,1.768
0.0,6.2535,942.37,325.9,1.186,0.0,3.6476,6.6059
0.82985,11.632,1535.1,763.08,12.59,0.64705,0.9672700000000001,0.55906
0.0,10.679,1410.3,736.17,0.0,7.2096,5.2293,3.2183
0.0,1.1453,1843.6,833.23,0.0,0.9123600000000001,1.7619,2.1527
1.7858,9.6447,1841.9,766.79,0.0,0.0,1.4182,4.9661
7.8098,4.803,1030.9,370.07,0.0,0.0,2.1537,0.9786299999999999
3.6046,0.14179,1349.0,622.25,0.0,5.8422,0.0,6.2331
0.0,4.4116,1189.7,569.2,0.0,1.4733,3.2254,5.8309
1.6804,3.5764,1499.8,406.74,0.0,0.6484300000000001,3.8054,3.7043
2.4062,4.5275,811.48,252.53,0.0,0.0,0.0,13.202
0.0,4.6942,1073.8,523.88,0.0,0.39338,4.6043,5.9152
0.0,3.4712,1058.1,398.81,0.0,0.0,4.8874,2.6564
0.0,2.8833,1361.0,608.05,0.0,2.5835,10.222999999999999,17.009
0.75032,4.5069,1464.0,472.96,1.6609,1.8985,1.5969,7.216
1.429,1.9067,462.35,88.684,0.0,0.0,0.5774100000000001,2.0835
0.84139,1.3629,702.11,248.35,2.2563,0.28074,4.8955,3.3472
0.0,1.2092,1394.9,586.95,0.0,4.7709,5.029,11.775
0.0,2.7673,530.87,164.56,0.0,8.7642,0.0,11.753
0.56315,0.0,1206.1,616.82,0.0,9.693999999999999,3.2039999999999997,1.9201
0.0,0.20885,914.0,189.37,0.0,4.5003,2.2546,0.0
5.0323,4.6358,965.74,159.15,1.5898,0.0,2.1908,0.12624000000000002
0.0,4.8582,855.26,178.67,42.923,0.29225,1.9314,3.3765
0.0,5.45,986.27,361.14,0.0,2.4455,9.715,5.0529
0.0,4.6532,1020.0,282.66,3.688,0.61145,4.9458,3.4521
0.091933,1.1397,1478.9,266.85,0.0,0.0,0.68596,0.76543
0.0,2.3119,1071.0,465.07,0.0,0.0,6.68,13.62
2.0980000000000003,0.0,1061.4,384.7,0.0,1.6014,4.9197,13.345
0.0,3.2201,1386.5,528.69,0.0,0.0,0.0,3.6026
3.5123,26.559,2047.3,686.99,2.6757,1.561,6.8714,3.3595
1.4279,13.914000000000001,2853.6,76.297,1.7963,0.0,8.0008,2.9474
0.0,0.4979,806.49,209.35,0.0,0.0,2.2997,5.1881
0.43383999999999995,4.9196,852.27,452.23,3.1523,4.723,0.7057899999999999,10.425999999999998
4.3664,0.0,1102.3,522.01,6.7671,0.0,0.0,17.357
2.7915,4.7134,1654.4,596.55,1.2443,0.0,4.7753,4.473
0.0,0.28981,846.89,245.94,2.1666,0.0,4.6178,2.6271
0.54807,12.162,1253.1,832.96,0.95383,0.0,6.3447,9.5429
2.7309,1.0635,963.85,402.94,0.0,3.2355,0.0,6.5216
0.0,3.5577,1192.8,751.14,0.0,0.12796,9.3457,5.6888
0.0,1.9139,1234.8,544.0,0.9047299999999999,0.0,1.5919999999999999,8.5224
0.0,5.4022,1601.6,492.24,0.0,0.0,3.62,1.6521
4.8661,5.0547,1566.2,898.1,2.986,0.0,1.167,5.0769
0.0,6.5469,1352.3,457.18,0.0,0.0,4.1506,14.275
4.7651,6.2837,1023.0,752.71,7.03,0.0,0.0,11.468
2.8508,7.6763,1394.5,316.82,0.0,0.0,4.1161,2.6256
0.0,4.0564,965.1,628.9,0.0,0.22276999999999997,6.9011,1.3465
2.7565,8.892000000000001,950.35,428.81,0.0,6.8381,2.878,4.1266
0.0,0.55313,1206.8,772.38,0.39929000000000003,0.0,3.8521,5.1726
0.92,5.4242,1159.2,130.93,0.55748,0.0,3.4442,1.5229
3.1742,5.3093,804.63,332.21,0.49259,1.403,0.38428,0.0
1.3509,0.8595200000000001,827.25,400.73,0.0,12.243,5.3733,11.530999999999999
0.0,1.4566,851.49,259.21,0.0,3.9065,1.8257,4.7317
1.5502,6.1052,1542.2,735.88,0.0,1.6199,11.011,3.7427
0.0,0.0,693.31,229.0,0.0,0.0,3.7247,0.0
0.44563,19.781,1110.3,492.35,0.0,0.36109,2.3646,3.8615
0.13662,7.2854,1219.8,642.0,0.0,2.1909,3.2053,3.302
0.0,2.6414,968.55,486.73,0.0,0.9604,2.9438,8.4769
0.0,5.495,626.48,344.95,0.0,0.96786,2.1705,3.4429
0.0,3.846,754.58,405.73,0.0,3.1242,6.0402,3.0056
1.018,5.0392,740.7,117.92,0.0,0.0,1.8221,2.3367
15.012,7.7822,1353.0,451.77,0.0,1.2826,4.2639,1.4878
0.30063,0.0,854.73,406.16,0.0,3.1045,3.3188,3.5052
0.0,5.7649,765.19,144.55,0.0,0.8235600000000001,10.775,2.2643
0.0,0.5606300000000001,1441.0,500.01,0.0,2.883,0.14051,3.4462
0.77373,6.5245,1465.0,522.76,0.0,1.2503,0.012744,6.3637
0.0,0.0,1043.6,337.27,0.0,0.0,1.4007,0.488
0.0,4.5431,1681.9,657.39,3.0449,2.866,9.745,14.834000000000001
3.1314,5.0758,1321.3,386.27,1.8138,0.7882600000000001,4.7598,1.4766
0.0,10.722000000000001,1445.0,578.91,0.0,0.0,9.2177,5.4057
0.0,11.249,1406.3,588.15,0.84429,0.7529399999999999,0.44837,7.8207
0.0,0.32024,1372.5,790.38,0.0,0.0,4.9277,4.104
0.43007,10.569,3397.7,129.49,4.9336,0.0,2.4578,3.0629
0.0,7.2237,871.08,312.78,0.6118100000000001,1.8768,3.6744,5.6756
0.0,8.0125,1064.3,523.61,0.0,2.3946,5.7171,5.1198
0.0,3.0237,1194.3,394.25,0.0,0.0,2.017,4.151
3.9668,0.29513,854.97,331.11,1.9259,0.0,12.991,3.2717
1.262,4.5994,901.5,538.61,0.0,2.3348,6.1978,6.6384
0.0,7.2123,1025.3,522.79,0.0,0.0,3.138,4.1872
0.0,0.5200600000000001,886.57,447.63,0.0,0.34854,0.0,7.7344
0.0,0.70504,1000.5,306.11,0.50379,3.2219,4.0208,9.3907
1.8504,2.0,786.0,204.11,0.0,1.0512,3.1123,0.025717
5.4356,0.0,166.42,50.357,0.0,2.9911,5.773,0.0
0.28607,1.6852,675.27,153.04,0.0,0.0,3.3417,0.0
4.4466,0.47173999999999994,1134.8,493.94,0.0,5.3159,4.1288,3.8472
1.2835,4.6244,1408.3,481.57,0.0,0.0,1.1711,8.2308
0.0,3.1609,928.5,588.27,0.08836000000000001,0.0,0.0,1.4797
2.2136,6.2678,1004.1,479.4,0.6368699999999999,0.0,0.0,12.470999999999998
0.0,3.4018,928.46,387.02,0.0,0.0,2.1501,10.329
0.21754,3.0814,794.36,376.5,0.0,3.6248,3.5956,3.4059
0.0,2.2615,1013.6,537.63,0.8967299999999999,0.52571,4.9094,9.2731
2.0858,4.359,1400.8,610.33,2.7805,0.0,2.7721,7.7175
4.73,2.5487,1543.6,513.56,0.0,0.0,5.2257,9.8737
9.1568,7.5189,1041.2,267.36,0.0,0.0,2.7449,0.11528
6.3487,3.4564,1848.6,311.75,0.0,0.0,9.8304,1.4426
2.1147,1.6047,951.79,566.28,0.0,0.0,3.4621,10.492
1.4024,1.903,925.32,501.72,0.0,2.9764,3.9188,12.788
0.0,2.2219,1255.6,368.25,0.0,0.7720199999999999,4.0819,12.956
2.3777,6.9149,1102.6,224.7,0.0,0.0,10.027999999999999,4.724
0.0,5.9733,697.84,401.09,0.0,6.2309,0.33971999999999997,9.4553
0.0,7.02,1133.6,513.13,0.0,0.0,6.5772,3.3146
0.0,2.1582,1648.7,683.07,0.0,0.0,5.3572,2.93
0.0,10.579,741.54,293.48,2.3716,1.7895,2.2328,2.7467
0.0,5.3627,1022.6,299.03,0.47934,0.94724,7.1208,5.3420000000000005
0.0,9.2166,933.12,464.89,0.0,1.2515,8.0923,3.1527
0.20352,5.7236,1088.6,521.88,1.2913,1.1232,7.895,4.3739
2.2926,1.9849,853.08,408.34,3.0713,0.48358,1.4858,6.4224
4.0891,0.93966,853.25,284.0,11.960999999999999,2.0776,0.096687,0.0
2.4264,6.0096,1167.0,325.72,0.0,12.37,6.4064,4.2548
0.0,1.8937,1039.5,404.61,0.37601,1.9224,0.0,14.639000000000001
0.0,1.7659,925.45,420.64,0.0,11.408,3.556,6.3118
0.0,2.8065,867.55,318.36,0.79997,7.6006,10.254000000000001,10.640999999999998
2.2179,0.79989,1061.3,110.32,0.0,1.6252,1.724,4.5134
0.0,6.6217,784.87,313.46,0.0,1.2742,2.5012,4.3194
4.4629,16.697,1496.9,343.18,0.011373999999999999,2.296,4.6575,1.5126
0.0,0.1308,1013.2,447.79,0.0,6.3434,5.7661,14.837
0.0,2.7037,997.75,137.16,1.0454,0.0,0.051434,1.3437
0.0,2.0021,1796.8,589.79,0.0,0.0,4.6117,0.7727
8.238999999999999,3.429,1742.6,625.54,0.0,1.5461,4.3618,18.734
0.3486,2.8868,1007.7,327.21,1.9641,1.1729,2.0386,5.3861
0.0,3.5109,1373.9,660.6,0.0,0.0,4.2313,3.4256
1.6079,4.4606,877.49,470.65,6.1327,5.0857,1.8126,10.609000000000002
0.0,9.2585,2655.1,482.81,2.7806,0.011231,9.2281,7.9178
0.0,0.40603,791.36,405.19,0.0,2.9794,4.1455,3.3834
0.0,1.9987,1089.8,254.46,0.37113,0.0,2.1106,3.3026
0.19149000000000002,0.13776,929.92,416.06,0.0,0.60955,1.0243,2.6285
2.3692,5.8525,1432.7,536.95,0.0,0.0,2.1212,8.062000000000001
0.0,5.6144,1141.3,590.74,0.0,0.0,7.712999999999999,3.7699
0.0,4.4417,1162.0,588.92,0.0,0.0,4.9687,3.5342
0.0,0.0,851.44,283.96,0.30896,2.5018,5.8316,1.9734
0.0,11.052999999999999,2012.0,539.39,0.0,0.0,1.5358,6.6452
0.0,2.0463,975.07,345.01,0.0,0.0,3.0233,5.4017
0.0,1.0571,1327.9,725.63,1.0561,2.7608,0.034545,0.0
0.0,0.5082,773.76,112.1,0.37301,0.0,6.1475,0.86811
3.3631,0.0,909.38,469.33,0.0,1.2251,0.8292700000000001,10.152000000000001
0.0,5.1369,2277.3,190.42,64.08800000000001,0.0,0.40525,7.2392
0.0,7.013,1380.0,676.79,2.6177,3.6671,3.0908,17.319000000000003
0.99119,0.0,943.0,224.75,34.673,0.0,1.2485,0.69743
1.0336,1.2303,1113.4,392.76,1.5519,0.74306,0.0,7.1543
5.2111,4.9817,1634.9,230.08,2.733,0.88607,0.1421,5.0435
0.0,1.065,982.65,488.25,0.09586900000000001,4.3548,0.0,2.0508
0.0,5.7433,1080.5,483.09,0.0,0.031331,2.4365,7.3703
1.8234,7.6962,1379.7,475.99,0.0,12.224,8.7033,8.2623
6.558,0.0,1405.5,672.93,5.5201,0.0,1.3721,15.552999999999999
1.0436,7.7743,1323.4,415.24,2.9396,13.765,7.8341,12.59
0.0,6.3875,1040.5,364.24,0.92356,1.534,2.9307,12.9
0.0,1.1065,959.46,409.18,13.300999999999998,0.0,1.6743,0.0
0.0,1.5094,1780.5,345.11,13.149000000000001,0.0,2.3178,6.309
6.2779,0.0,203.21,62.328,4.3649,0.0,1.6704,0.70311
0.0,0.0,1337.0,369.0,0.0,0.0,2.1108,1.5624
0.27757,9.2237,1304.5,577.84,0.0,2.1927,1.015,10.125
0.0,3.3157,1237.7,825.68,0.0,1.9355,2.0780000000000003,5.4211
0.0,2.7476,294.74,94.95,0.0,0.0,4.084,6.898
2.9703,1.2305,1406.6,541.26,0.0,0.0,4.7105,14.8
0.0,0.97855,1309.4,516.38,0.0,0.0,1.2442,0.43609
1.6396,5.7474,1283.3,516.59,0.5605100000000001,5.6831,8.8234,8.6828
0.0,1.4067,956.72,337.37,0.0,3.1097,9.4512,0.34719
0.7156,3.1451,1045.6,90.285,0.0,0.0,2.537,0.0
0.0,8.597000000000001,1242.4,547.87,0.56228,0.0,4.5291,8.1003
0.0,2.1979,1365.6,410.84,0.0,0.0,2.708,3.8439
2.6996,3.1226,1505.1,586.32,0.96106,1.0785,2.4817,3.2406
0.0,9.4565,1847.7,899.73,11.402000000000001,0.0,0.9407700000000001,8.4146
5.7133,2.1717,961.55,407.12,0.0,1.7338,3.9476,18.287
1.4238,2.9961,524.59,49.093,0.0,6.5232,0.11604,0.0
3.2584,2.1149,1167.7,439.19,0.0,3.1881,4.5784,2.455
0.0,0.0,272.05,71.37899999999999,0.0,2.7211,0.0,4.7749
1.8706,2.678,1882.1,582.04,0.05539500000000001,0.82914,4.1647,8.3328
0.0,2.3074,1553.7,433.22,0.0,0.76702,1.1089,6.2816
0.0,2.4961,853.17,154.5,28.87,7.2502,11.662,5.9411
18.146,2.126,1161.6,391.73,10.13,0.12933,1.0106,5.8357
6.07,8.9128,1073.4,374.19,0.0,6.655,8.0937,4.6475
2.344,1.9373,861.6,380.93,0.0,0.0,1.6192,6.0017
0.0,5.9467,1070.8,259.22,0.0,0.0,3.0649,1.3563
0.0,1.9826,846.36,439.32,0.0,9.6029,12.619000000000002,9.2262
4.5347,5.4374,1754.0,524.85,0.0,5.4876,1.9366,11.767000000000001
0.0,10.335,1403.4,445.38,0.0,2.2235,11.699000000000002,8.9281
0.0,1.4205,1380.6,379.2,0.9622799999999999,2.0425,4.5676,5.7054
0.0,0.70062,1134.5,411.62,0.0,0.0,3.7459,9.3832
2.0459,0.0,1588.8,538.25,2.1542,2.9956,10.082,23.462
0.94949,3.4881,1292.2,474.6,0.0,0.0,3.1474,6.4351
8.5915,6.0224,1384.0,672.52,0.0,0.4337,7.3533,4.6811
0.0,3.1798,1128.2,427.48,0.0,2.5251,6.7434,7.8
0.0,3.1389,914.1,434.38,0.0,1.4363,6.4079999999999995,18.236
1.2977,0.0,1052.0,92.6,0.19043,0.0,1.0018,8.2037
2.0374,1.6971,1018.8,517.72,0.0,0.0,0.0,9.2637
1.0821,3.2673,920.73,490.12,3.4631,0.0,0.0,4.7665
0.0,7.5536,852.61,514.43,0.81134,0.0,0.9367200000000001,11.602
0.0,4.7954,1843.2,641.15,0.0,7.1304,0.0,1.7007
2.0969,0.0,1303.2,594.41,0.007417,3.1719999999999997,3.1854,2.4427
0.34839000000000003,1.0115,1164.5,425.38,0.0,0.0,2.7108,0.82399
0.9560799999999999,5.8991,959.96,550.14,0.0,0.0,1.9769999999999999,2.2115
0.33694,6.6364,1111.4,610.3,0.0,2.1359,2.3997,7.3603
0.0,6.2697,2380.8,676.67,0.0,0.0,4.7548,6.3734
0.74702,0.005183,705.25,80.821,0.0,0.0,0.6631100000000001,8.9967
0.0,3.9467,1261.1,543.92,0.0,0.19147999999999998,5.11,6.6881
0.0,0.7346199999999999,344.76,112.15,0.0,0.0,3.6756,3.2991
0.81105,7.612,786.14,408.69,0.16268,1.8178,6.6696,1.8272
0.0,2.4863,1013.5,59.452,0.0,6.2662,6.2299,11.592
0.0,6.4192,1180.5,354.66,0.0,1.0427,3.6542,0.013634
0.56028,0.0,324.7,122.26,0.91171,0.0,3.8788,0.44641000000000003
0.0,1.6588,1027.0,457.17,0.0,5.4571,0.028595999999999996,11.844000000000001
0.0,12.198,1070.5,521.85,0.0,2.1864,0.79023,11.876
0.18714,0.045542,517.86,272.08,9.6854,0.0,1.9847,1.5593
0.0,5.4994,1049.2,522.18,2.6813,0.0,1.0365,12.789000000000001
0.0,1.5868,453.47,144.93,0.0,11.876,7.327000000000001,0.28636
0.40395,6.3396,1028.7,183.12,0.0,1.1821,0.62846,4.6757
0.0,2.3001,494.16,178.88,4.5738,3.6534,1.0937,7.7761
4.8813,1.3958,1397.1,547.05,0.0,0.0,0.64163,0.4042
4.1488,3.4839,1792.0,450.83,4.6366,0.0,3.3162,14.647
0.0,0.093919,1085.1,427.86,0.0,4.803999999999999,4.2438,2.5875
0.0,1.6886,739.74,408.18,0.0,0.0,4.0892,14.120999999999999
0.0,2.278,1682.2,211.84,0.0,0.065012,5.877000000000001,5.579
0.78325,0.0,823.14,357.07,0.0,1.21,1.8699,6.2882
3.4195,2.6362,1132.0,608.06,2.6173,0.0,4.2901,9.9156
1.1213,2.0728,940.6,167.35,0.0,0.0,0.0,3.1876
0.72595,5.8422,911.52,365.64,0.0,0.0,4.9126,10.558
0.7128399999999999,0.0,1042.0,441.08,3.2111,0.0,5.6152,2.0501
0.0,0.9295899999999999,1408.5,546.34,0.0,3.7681,3.5133,3.213
0.0,4.5118,850.59,350.56,0.0,4.7567,0.7913399999999999,2.1877
0.0,0.0,800.71,138.46,0.0,0.0,2.1485,6.4439
1.882,2.4054,856.27,131.62,0.0,2.3048,9.7777,9.6533
